current_rating
3063
1598
3230
2322
2744
2368
999
1398
2519
2354
2583
1398
1199
999
1099
1198
3699
1790
1992
1993
2172
1990
2099
1791
1199
1499
1298
1996
3078
2562
2294
1099
1199
2089
2638
2276
1793
1499
2475
1698
2195
1789
1794
2280
1497
1198
2741
1891
1597
2629
1198
2084
1891
2484
2593
2456
2088
2191
3284
1884
2506
1397
2955
1699
2187
1496
999
2363
2659
1696
1199
2398
2589
1499
1398
1198
2785
1499
1399
2692
1795
2178
2725
999
1894
3063
1399
2625
1599
2952
2365
1496
1899
3103
1198
1796
3009
1099
2450
1399
2186
2659
2894
2395
2463
1499
2552
1199
1099
2830
1598
2269
2189
1398
1798
1199
1598
1599
2185
2199
999
1099
1298
1399
1993
2578
1794
1994
1891
1198
2322
1790
1882
1599
1198
998
1699
1886
999
2550
998
1399
1198
999
999
1599
998
2293
2281
1497
1398
1796
1299
2640
1398
2449
1198
1793
1198
1893
2357
2297
1597
1199
1399
1199
1099
1397
1399
2333
1199
1598
2199
999
2725
2092
1099
1399
2286
2528
1890
2396
1299
2290
1399
998
3375
2345
2934
1198
1496
3118
1399
1698
2171
2588
1884
2096
1697
2185
2188
1399
2559
1199
1898
2091
1299
1099
2186
2473
2299
1795
1099
2096
1397
1499
1198
2465
998
2824
2398
1897
1598
3480
1498
1791
1199
2333
2390
1099
2658
2192
1496
1994
2095
2473
1886
1298
1894
1794
1198
1499
1894
2745
1399
1399
1099
2173
1990
2479
1790
3034
2660
2355
1495
3513
2174
1597
2391
1397
1498
3002
2628
2587
1789
2505
2099
1698
2776
1099
3401
1890
2397
1894
1298
998
1199
1399
1398
2628
1299
1697
2797
2098
999
1789
1399
2937
998
2483
1198
1795
999
2183
2473
1697
2980
1099
1795
1298
998
1994
1789
2279
2199
1498
2180
1495
2882
1497
1889
1397
2186
2274
2336
1397
1198
2510
1299
2636
1099
1099
2174
1198
1498
1887
2478
2353
1899
3192
1882
2683
1198
1883
1790
2629
1199
2185
1791
3133
2086
998
999
999
2176
1798
1793
1897
1997
2089
2633
1299
2323
1899
1991
2835
1198
1893
999
1399
1299
3529
3524
2598
2503
2355
1397
1495
999
1797
1796
2292
1599
1496
2336
1397
1497
1299
1198
1795
2701
2912
1199
1884
2838
1497
2179
2800
1498
2190
999
2364
2343
1299
1298
999
1099
1499
1099
1998
1892
1198
2094
2282
1497
2896
1599
1397
2837
2193
1792
1499
1898
1398
3546
1790
1198
3406
1299
1299
2520
2527
3199
1899
1397
2875
1198
2622
1794
1099
2899
2594
1399
2496
2085
1199
1099
999
2494
1198
999
1399
999
2199
1199
1198
2197
1882
1496
2369
1699
2369
1886
999
1199
2271
1498
1889
2185
1496
998
1498
1399
1598
1796
1997
1198
1399
1598
2339
1399
2590
1793
1099
999
2493
1198
1697
1791
1597
2284
999
1099
1699
1495
1799
2514
1299
2813
999
2979
2578
1099
1399
2796
1999
1198
1397
2171
1894
1397
1597
2187
1598
1699
1496
1789
2083
2385
1398
3479
1299
2290
1884
1899
1499
1598
2463
1099
2184
1791
2390
1398
1199
999
1793
1697
1793
2472
2349
2779
1199
1198
1696
1497
1597
3101
2692
1298
2188
999
2325
1496
1499
2493
998
1794
1198
1699
1899
1788
2191
2871
1198
1498
2685
2339
1498
2596
2847
2271
2176
1892
998
2717
1887
3257
1697
1499
2363
2394
2331
2196
2812
2520
1298
2293
1198
1298
1793
2383
2553
1599
2092
1886
1497
2094
1398
2479
2532
1789
1884
2530
2344
1199
3136
2185
2320
1298
1497
2334
1398
2356
2370
1797
2184
1099
2291
1496
3476
998
2836
2718
1398
1498
2634
2088
1896
1791
2175
1099
1496
2591
1399
1599
2379
2399
1899
1496
3116
1498
2588
2821
2398
2086
1397
1499
2172
1398
2714
1896
1999
1198
1298
1793
998
1699
1888
1599
2554
1897
2093
1198
2625
1992
2195
2774
1298
999
1598
1398
1397
1499
1794
1886
2199
1896
2471
2187
1697
1793
1496
1499
2386
1198
1697
1099
2192
1399
1891
2098
2191
1883
1496
999
2649
998
2667
2272
1499
2674
2090
1698
1399
1886
1598
1699
1299
2280
1497
1199
2324
1794
1198
1397
1496
1198
1799
1397
1897
2749
1497
998
1299
1599
1799
2278
1398
2171
998
2085
999
1699
1891
1398
1796
1299
1890
1988
1496
2274
1889
1398
1789
2381
999
1399
1799
1099
1399
2195
2502
2361
1198
2084
1892
2362
2807
2795
2595
2099
2636
1699
1895
2190
1798
998
1199
1099
1699
999
998
1397
1299
1893
2621
998
2757
2678
1999
1399
1199
998
2197
1884
999
2735
3048
3023
999
1399
2668
2455
1199
1598
2715
999
1399
3581
998
2094
2342
1998
1996
1199
2690
2190
2171
1996
1198
1597
3061
2820
1399
2325
1994
2170
1792
3427
2175
2188
1496
2196
2341
2329
999
1882
1399
2647
1298
2335
1399
2557
2652
999
3100
1789
2333
2322
2182
998
2640
999
2172
2290
1199
1198
1399
2556
2294
1198
1792
1698
1989
2652
1888
1499
1895
1299
1992
1298
2640
2525
2831
2862
1198
2760
2173
2493
1599
1399
1298
1798
1697
2397
2734
1199
2969
2338
2271
2368
1896
2187
999
1890
1099
2290
2624
1996
1398
1991
1099
1299
1299
2496
1887
2682
1799
1989
2198
1399
2388
1599
1398
1299
2085
1893
1799
1299
2090
1499
2783
1890
1696
1887
2277
1099
3695
1790
1599
2187
1499
2783
1794
2094
1796
2282
1790
1198
1994
1198
1892
1884
1399
2279
1696
1398
2492
1198
1298
2099
1198
2784
2176
2270
2188
1893
1199
1599
1298
998
1498
1398
2199
1199
2195
2336
2343
2097
2363
1198
2087
2377
2184
2886
1699
2276
1997
1885
2189
1498
2549
1884
2319
1399
2273
1794
1099
2093
1198
1597
1990
1398
1099
1099
1599
1199
2185
2185
1399
998
1793
1099
2298
1993
1099
2181
1799
2646
2470
2697
998
1599
2088
1299
2599
2180
2172
2098
2538
1597
1198
2843
1398
2540
1299
1793
2725
998
2550
1499
1896
1398
1796
2360
999
1997
1996
2562
1789
998
2464
1398
2453
1199
1796
2332
998
1791
2519
1398
2492
2360
2321
2180
1498
2758
2828
1883
2383
1496
1198
998
2093
1099
2676
1598
2171
2840
1895
1996
1398
2361
1496
1497
2738
2343
2729
1796
2773
2330
2521
1198
2173
2084
1199
2269
1789
2947
999
1499
1499
1397
2373
2539
1099
999
1796
